编码-公司名,编码,公司名-简体,公司名-繁体,本位币,父节点编号,父节点中文名称,share,合并节点,最新更新日期
CRDI000 - 华润投资控股有限公司,CRDI000,华润投资控股有限公司,華潤投資控股有限公司,HKD,CRDI100,华润投资控股有限公司(PRC合并),,,7/3/2012
SZA0100 - 深圳华夏资产管理有限公司(PRC合并),SZA0100,深圳华夏资产管理有限公司(PRC合并),深圳華夏資產管理有限公司(PRC合併),CNY,CRDI100,华润投资控股有限公司(PRC合并),,TRUE,7/3/2012
SZA0000 - 深圳华夏资产管理有限公司,SZA0000,深圳华夏资产管理有限公司,深圳華夏資產管理有限公司,CNY,SZA0100,深圳华夏资产管理有限公司(PRC合并),,,7/3/2012
CCIA100 - 中国康力克进出口有限公司(PRC合并),CCIA100,中国康力克进出口有限公司(PRC合并),中國康力克進出口有限公司(PRC合併),CNY,SZA0100,深圳华夏资产管理有限公司(PRC合并),,TRUE,7/3/2012
CCIA000 - 中国康力克进出口有限公司,CCIA000,中国康力克进出口有限公司,中國康力克進出口有限公司,CNY,CCIA100,中国康力克进出口有限公司(PRC合并),,,7/3/2012
SCI0000 - 上海华润康贸进出口有限公司,SCI0000,上海华润康贸进出口有限公司,上海華潤康貿進出口有限公司,CNY,CCIA100,中国康力克进出口有限公司(PRC合并),,,7/3/2012
SCIA000 - 深圳市华润康贸进出口有限公司,SCIA000,深圳市华润康贸进出口有限公司,深圳市華潤康貿進出口有限公司,CNY,CCIA100,中国康力克进出口有限公司(PRC合并),,,7/3/2012
KMJC100 - 康贸进出口有限责任公司(PRC合并),KMJC100,康贸进出口有限责任公司(PRC合并),"Kang Mao Imp. & Exp. Co. ,Ltd(PRC合併)",CNY,CCIA100,中国康力克进出口有限公司(PRC合并),,TRUE,7/3/2012
KMJC000 - 康贸进出口有限责任公司,KMJC000,康贸进出口有限责任公司,"Kang Mao Imp. & Exp. Co. ,Ltd",CNY,KMJC100,康贸进出口有限责任公司(PRC合并),,,7/3/2012
SCI0000 - 上海华润康贸进出口有限公司,SCI0000,上海华润康贸进出口有限公司,上海華潤康貿進出口有限公司,CNY,KMJC100,康贸进出口有限责任公司(PRC合并),TRUE,,7/3/2012
SCIA000 - 深圳市华润康贸进出口有限公司,SCIA000,深圳市华润康贸进出口有限公司,深圳市華潤康貿進出口有限公司,CNY,KMJC100,康贸进出口有限责任公司(PRC合并),TRUE,,7/3/2012
CRED000 - CR CHINA REAL ESTATE CAPITAL PARTNER LTD.,CRED000,CR CHINA REAL ESTATE CAPITAL PARTNER LTD.,CR CHINA REAL ESTATE CAPITAL PARTNER LTD.,USD,CRH0100,华润(集团)有限公司(PRC合并),TRUE,,7/3/2012
CREE000 - CR CHINA REAL ESTATE CAPITAL PARTNER II LTD.,CREE000,CR CHINA REAL ESTATE CAPITAL PARTNER II LTD.,CR CHINA REAL ESTATE CAPITAL PARTNER II LTD.,USD,CRH0100,华润(集团)有限公司(PRC合并),TRUE,,7/3/2012
"CREG000 - CR CHINA REAL ESTATE GROWTH FUND I, L.P.",CREG000,"CR CHINA REAL ESTATE GROWTH FUND I, L.P.","CR CHINA REAL ESTATE GROWTH FUND I, L.P.",USD,CRH0100,华润(集团)有限公司(PRC合并),TRUE,,7/3/2012
CREI000 - CR CHINA REAL ESTATE ISLAMIC CAPITAL LTD,CREI000,CR CHINA REAL ESTATE ISLAMIC CAPITAL LTD,CR CHINA REAL ESTATE ISLAMIC CAPITAL LTD,USD,CRH0100,华润(集团)有限公司(PRC合并),TRUE,,7/3/2012
CREI190 - CR CHINA REAL ESTATE ISLAMIC CAPITAL LTD(PRC虚拟节点),CREI190,CR CHINA REAL ESTATE ISLAMIC CAPITAL LTD(PRC虚拟节点),CR CHINA REAL ESTATE ISLAMIC CAPITAL LTD(PRC虛擬節點),HKD,CRH0100,华润(集团)有限公司(PRC合并),,,7/3/2012
CREI180 - CR CHINA REAL ESTATE ISLAMIC CAPITAL LTD(PRC共同父节点反冲),CREI180,CR CHINA REAL ESTATE ISLAMIC CAPITAL LTD(PRC共同父节点反冲),CR CHINA REAL ESTATE ISLAMIC CAPITAL LTD(PRC共同父節點反沖),HKD,CRH0100,华润(集团)有限公司(PRC合并),,,7/3/2012
CRLS100 - 华润资产管理有限公司(PRC合并),CRLS100,华润资产管理有限公司(PRC合并),華潤資產管理有限公司(PRC合併),HKD,CRH0100,华润(集团)有限公司(PRC合并),,TRUE,7/3/2012
CRLS000 - 华润资产管理有限公司,CRLS000,华润资产管理有限公司,華潤資產管理有限公司,HKD,CRLS100,华润资产管理有限公司(PRC合并),,,7/3/2012
FEE0100 - Far East Enterprising Company(Hong Kong) Limited(PRC合并),FEE0100,Far East Enterprising Company(Hong Kong) Limited(PRC合并),Far East Enterprising Company(Hong Kong) Limited(PRC合併),HKD,CRLS100,华润资产管理有限公司(PRC合并),,TRUE,7/3/2012
FEE0000 - Far East Enterprising Company(Hong Kong) Limited,FEE0000,Far East Enterprising Company(Hong Kong) Limited,Far East Enterprising Company(Hong Kong) Limited,HKD,FEE0100,Far East Enterprising Company(Hong Kong) Limited(PRC合并),,,7/3/2012
EXP0000 - 华润速递有限公司,EXP0000,华润速递有限公司,華潤速遞有限公司,HKD,FEE0100,Far East Enterprising Company(Hong Kong) Limited(PRC合并),,,7/3/2012
LSZ0000 - 深圳华润物流有限公司,LSZ0000,深圳华润物流有限公司,深圳華潤物流有限公司,CNY,FEE0100,Far East Enterprising Company(Hong Kong) Limited(PRC合并),TRUE,,7/3/2012
FEE0190 - Far East Enterprising Company(Hong Kong) Limited(PRC虚拟节点),FEE0190,Far East Enterprising Company(Hong Kong) Limited(PRC虚拟节点),Far East Enterprising Company(Hong Kong) Limited(PRC虛擬節點）,HKD,CRLS100,华润资产管理有限公司(PRC合并),,,7/3/2012
SNT0100 - 华润资产管理(深圳）有限公司(PRC合并),SNT0100,华润资产管理(深圳）有限公司(PRC合并),華潤資產管理(深圳）有限公司(PRC合併),CNY,CRLS100,华润资产管理有限公司(PRC合并),,TRUE,7/3/2012
SNT0000 - 华润资产管理(深圳)有限公司,SNT0000,华润资产管理(深圳)有限公司,華潤資產管理(深圳）有限公司,CNY,SNT0100,华润资产管理(深圳）有限公司(PRC合并),,,7/3/2012
LSZ0000 - 深圳华润物流有限公司,LSZ0000,深圳华润物流有限公司,深圳華潤物流有限公司,CNY,SNT0100,华润资产管理(深圳）有限公司(PRC合并),,,7/3/2012
TCCY100 - 上海天诚创业发展有限公司(PRC合并),TCCY100,上海天诚创业发展有限公司(PRC合并),上海天誠創業發展有限公司(PRC合併),CNY,SNT0100,华润资产管理(深圳）有限公司(PRC合并),,TRUE,7/3/2012
TCCY000 - 上海天诚创业发展有限公司,TCCY000,上海天诚创业发展有限公司,上海天誠創業發展有限公司,CNY,TCCY100,上海天诚创业发展有限公司(PRC合并),,,7/3/2012
CCFM000 - 上海长征富民金山制药有限公司,CCFM000,上海长征富民金山制药有限公司,上海長征富民金山製藥有限公司,CNY,TCCY100,上海天诚创业发展有限公司(PRC合并),TRUE,,7/3/2012
CCFM190 - 上海长征富民金山制药有限公司(PRC虚拟节点),CCFM190,上海长征富民金山制药有限公司(PRC虚拟节点),上海長征富民金山製藥有限公司（PRC虛擬節點）,CNY,TCCY100,上海天诚创业发展有限公司(PRC合并),,,7/3/2012
HYYY000 - 上海华源药业有限公司,HYYY000,上海华源药业有限公司,上海華源藥業有限公司,CNY,TCCY100,上海天诚创业发展有限公司(PRC合并),,,7/3/2012
SHHY100 - 上海华源大药房连锁经营有限公司(PRC合并),SHHY100,上海华源大药房连锁经营有限公司(PRC合并),上海華源大藥房連鎖經營有限公司(PRC合併),CNY,TCCY100,上海天诚创业发展有限公司(PRC合并),,TRUE,7/3/2012
SHHY000 - 上海华源大药房连锁经营有限公司,SHHY000,上海华源大药房连锁经营有限公司,上海華源大藥房連鎖經營有限公司,CNY,SHHY100,上海华源大药房连锁经营有限公司(PRC合并),,,7/3/2012
HYYF000 - 上海华源大药房有限公司,HYYF000,上海华源大药房有限公司,上海華源大藥房有限公司,CNY,SHHY100,上海华源大药房连锁经营有限公司(PRC合并),,,7/3/2012
SHKJ000 - 上海华源控江大药房有限公司,SHKJ000,上海华源控江大药房有限公司,上海華源控江大藥房有限公司,CNY,SHHY100,上海华源大药房连锁经营有限公司(PRC合并),,,7/3/2012
STBK000 - 上海同保康中医门诊有限公司,STBK000,上海同保康中医门诊有限公司,上海同保康中醫門診有限公司,CNY,SHHY100,上海华源大药房连锁经营有限公司(PRC合并),,,7/3/2012
STDS000 - 苏州麦迪逊药业有限公司,STDS000,苏州麦迪逊药业有限公司,蘇州麥迪森藥業有限公司,CNY,TCCY100,上海天诚创业发展有限公司(PRC合并),,,7/3/2012
WXHR000 - 无锡惠润药业有限公司,WXHR000,无锡惠润药业有限公司,無錫惠潤藥業有限公司,CNY,TCCY100,上海天诚创业发展有限公司(PRC合并),TRUE,,7/3/2012
WXHR190 - 无锡惠润药业有限公司(PRC虚拟节点),WXHR190,无锡惠润药业有限公司(PRC虚拟节点),無錫惠潤藥業有限公司(PRC虛擬節點）,CNY,TCCY100,上海天诚创业发展有限公司(PRC合并),,,7/3/2012
YZW0000 - 扬州华源有限公司,YZW0000,扬州华源有限公司,揚州華源有限公司,CNY,TCCY100,上海天诚创业发展有限公司(PRC合并),,,7/3/2012
ZBWT100 - 浙江宝润毛纺有限公司(PRC合并),ZBWT100,浙江宝润毛纺有限公司(PRC合并),浙江寶潤毛紡有限公司(PRC合併),CNY,TCCY100,上海天诚创业发展有限公司(PRC合并),,TRUE,7/3/2012
ZBWT000 - 浙江宝润毛纺有限公司,ZBWT000,浙江宝润毛纺有限公司,浙江寶潤毛紡有限公司,CNY,ZBWT100,浙江宝润毛纺有限公司(PRC合并),,,7/3/2012
JLDW000 - 浙江嘉兴兰宝大洋毛纺有限公司,JLDW000,浙江嘉兴兰宝大洋毛纺有限公司,浙江嘉興蘭寶大洋毛紡有限公司,CNY,ZBWT100,浙江宝润毛纺有限公司(PRC合并),,,7/3/2012
SHLI000 - 上海华源兰宝进出口有限公司,SHLI000,上海华源兰宝进出口有限公司,上海華源蘭寶進出口有限公司,CNY,ZBWT100,浙江宝润毛纺有限公司(PRC合并),,,7/3/2012
SLFT000 - 上海兰宝服饰有限公司,SLFT000,上海兰宝服饰有限公司,上海蘭寶服飾有限公司,CNY,ZBWT100,浙江宝润毛纺有限公司(PRC合并),,,7/3/2012
ZJCP000 - 浙江嘉春羊绒制品有限公司,ZJCP000,浙江嘉春羊绒制品有限公司,浙江嘉春羊絨製品有限公司,CNY,ZBWT100,浙江宝润毛纺有限公司(PRC合并),,,7/3/2012
ZJLI000 - 嘉兴兰宝进出口有限公司,ZJLI000,嘉兴兰宝进出口有限公司,嘉興蘭寶進出口有限公司,CNY,ZBWT100,浙江宝润毛纺有限公司(PRC合并),,,7/3/2012
RYTZ000 - 深圳市润越投资发展有限公司,RYTZ000,深圳市润越投资发展有限公司,深圳市潤越投資發展有限公司,CNY,TCCY100,上海天诚创业发展有限公司(PRC合并),,,7/3/2012
MFTZ000 - 深圳市沐堸投资发展有限公司,MFTZ000,深圳市沐堸投资发展有限公司,深圳市沐堸投資發展有限公司,CNY,TCCY100,上海天诚创业发展有限公司(PRC合并),,,7/3/2012
NYFW000 - 华润能源服务有限公司,NYFW000,华润能源服务有限公司,華潤能源服務有限公司,CNY,SNT0100,华润资产管理(深圳）有限公司(PRC合并),,,7/3/2012
TGA0100 - 华润运输仓储有限公司(PRC合并),TGA0100,华润运输仓储有限公司(PRC合并),華潤運輸倉儲有限公司(PRC合併),HKD,CRLS100,华润资产管理有限公司(PRC合并),,TRUE,7/3/2012
TGA0000 - 华润运输仓储有限公司,TGA0000,华润运输仓储有限公司,華潤運輸倉儲有限公司,HKD,TGA0100,华润运输仓储有限公司(PRC合并),,,7/3/2012
BHA0000 - 勃胜有限公司,BHA0000,勃胜有限公司,勃勝有限公司,HKD,TGA0100,华润运输仓储有限公司(PRC合并),,,7/3/2012
TGA0190 - 华润运输仓储有限公司(PRC虚拟节点),TGA0190,华润运输仓储有限公司(PRC虚拟节点),華潤運輸倉儲有限公司(PRC虛擬節點）,HKD,CRLS100,华润资产管理有限公司(PRC合并),,,7/3/2012
CRMM100 - 华润机械五矿(集团)有限公司(PRC合并),CRMM100,华润机械五矿(集团)有限公司(PRC合并),華潤機械五礦(集團)有限公司(PRC合併),HKD,CRH0100,华润(集团)有限公司(PRC合并),,TRUE,7/3/2012
CRMM000 - 华润机械五矿(集团)有限公司,CRMM000,华润机械五矿(集团)有限公司,華潤機械五礦(集團)有限公司,HKD,CRMM100,华润机械五矿(集团)有限公司(PRC合并),,,7/3/2012
CCC0100 - 华润康贸有限公司(PRC合并),CCC0100,华润康贸有限公司(PRC合并),華潤康貿有限公司(PRC合併),HKD,CRMM100,华润机械五矿(集团)有限公司(PRC合并),,TRUE,7/3/2012
CCC0000 - 华润康贸有限公司,CCC0000,华润康贸有限公司,華潤康貿有限公司,HKD,CCC0100,华润康贸有限公司(PRC合并),,,7/3/2012
CZGJ000 - 中国深圳国际合作(集团)股份有限公司,CZGJ000,中国深圳国际合作(集团)股份有限公司,中國深圳國際合作(集團)股份有限公司,CNY,CCC0100,华润康贸有限公司(PRC合并),,,7/3/2012
KED0000 - 基豪发展有限公司,KED0000,基豪发展有限公司,基豪發展有限公司,HKD,CCC0100,华润康贸有限公司(PRC合并),,,7/3/2012
LDE0000 - 立奇发展有限公司,LDE0000,立奇发展有限公司,立奇發展有限公司,HKD,CCC0100,华润康贸有限公司(PRC合并),,,7/3/2012
MTA0000 - 百祥贸易有限公司,MTA0000,百祥贸易有限公司,百祥貿易有限公司,HKD,CCC0100,华润康贸有限公司(PRC合并),,,7/3/2012
NDB0000 - 利扬发展有限公司,NDB0000,利扬发展有限公司,利揚發展有限公司,HKD,CCC0100,华润康贸有限公司(PRC合并),,,7/3/2012
WTC0000 - 维达科技有限公司,WTC0000,维达科技有限公司,維達科技有限公司,HKD,CCC0100,华润康贸有限公司(PRC合并),,,7/3/2012
FVA0000 - 丰才有限公司,FVA0000,丰才有限公司,豐才有限公司,HKD,CRMM100,华润机械五矿(集团)有限公司(PRC合并),,,7/3/2012
HDD0000 - 上海华润大东船务工程有限公司,HDD0000,上海华润大东船务工程有限公司,上海華潤大東船務工程有限公司,CNY,CRMM100,华润机械五矿(集团)有限公司(PRC合并),,,7/3/2012
JXG0000 - 江苏锡钢集团有限公司,JXG0000,江苏锡钢集团有限公司,江蘇錫鋼集團有限公司,CNY,CRMM100,华润机械五矿(集团)有限公司(PRC合并),,,7/3/2012
MAC0100 - 华润机械有限公司(PRC合并),MAC0100,华润机械有限公司(PRC合并),華潤機械有限公司(PRC合併),HKD,CRMM100,华润机械五矿(集团)有限公司(PRC合并),,TRUE,7/3/2012
MAC0000 - 华润机械有限公司,MAC0000,华润机械有限公司,華潤機械有限公司,HKD,MAC0100,华润机械有限公司(PRC合并),,,7/3/2012
CSL0000 - 西林贸易有限公司,CSL0000,西林贸易有限公司,西林貿易有限公司,HKD,MAC0100,华润机械有限公司(PRC合并),,,7/3/2012
CST0000 - 常熟通润机电有限公司,CST0000,常熟通润机电有限公司,常熟通潤機電有限公司,CNY,MAC0100,华润机械有限公司(PRC合并),,,7/3/2012
CTI0000 - 加华贸易投资有限公司,CTI0000,加华贸易投资有限公司,加華貿易投資有限公司,HKD,MAC0100,华润机械有限公司(PRC合并),,,7/3/2012
CZHV000 - 常州华润高压电器有限公司,CZHV000,常州华润高压电器有限公司,常州華潤高壓電器有限公司,CNY,MAC0100,华润机械有限公司(PRC合并),,,7/3/2012
SHMD000 - 上海华美装饰材料有限公司,SHMD000,上海华美装饰材料有限公司,上海華美裝飾材料有限公司,CNY,MAC0100,华润机械有限公司(PRC合并),,,7/3/2012
SPL0000 - 超平有限公司,SPL0000,超平有限公司,超平有限公司,HKD,MAC0100,华润机械有限公司(PRC合并),,,7/3/2012
MIN0000 - 华润五金矿产有限公司,MIN0000,华润五金矿产有限公司,華潤五金礦產有限公司,HKD,CRMM100,华润机械五矿(集团)有限公司(PRC合并),,,7/3/2012
CRP0100 - 华润物业有限公司(PRC合并),CRP0100,华润物业有限公司(PRC合并),華潤物業有限公司(PRC合併),HKD,CRH0100,华润(集团)有限公司(PRC合并),,TRUE,7/3/2012
CRP0000 - 华润物业有限公司,CRP0000,华润物业有限公司,華潤物業有限公司,HKD,CRP0100,华润物业有限公司(PRC合并),,,7/3/2012
CRPM000 - 华润物业管理有限公司,CRPM000,华润物业管理有限公司,華潤物業管理有限公司,HKD,CRP0100,华润物业有限公司(PRC合并),,,7/3/2012
LEB0000 - 隆地企业有限公司,LEB0000,隆地企业有限公司,隆地企業有限公司,HKD,CRP0100,华润物业有限公司(PRC合并),,,7/3/2012
CHEE100 - 超域有限公司(PRC合并),CHEE100,超域有限公司(PRC合并),超域有限公司(PRC合併),HKD,CRP0100,华润物业有限公司(PRC合并),,TRUE,7/3/2012
CHEE000 - 超域有限公司,CHEE000,超域有限公司,超域有限公司,HKD,CHEE100,超域有限公司(PRC合并),,,7/3/2012
FIRM100 - 毅信有限公司(PRC合并),FIRM100,毅信有限公司(PRC合并),毅信有限公司(PRC合併),HKD,CHEE100,超域有限公司(PRC合并),,TRUE,7/3/2012
FIRM000 - 毅信有限公司,FIRM000,毅信有限公司,毅信有限公司,HKD,FIRM100,毅信有限公司(PRC合并),,,7/3/2012
CLE0000 - 清耀有限公司,CLE0000,清耀有限公司,清耀有限公司,HKD,FIRM100,毅信有限公司(PRC合并),,,7/3/2012
HER0000 - 震雄有限公司,HER0000,震雄有限公司,震雄有限公司,HKD,FIRM100,毅信有限公司(PRC合并),,,7/3/2012
HIG0000 - 高跃有限公司,HIG0000,高跃有限公司,高躍有限公司,HKD,FIRM100,毅信有限公司(PRC合并),,,7/3/2012
RAC0000 - 立赛有限公司,RAC0000,立赛有限公司,立賽有限公司,HKD,FIRM100,毅信有限公司(PRC合并),,,7/3/2012
VPA0000 - 勇峰有限公司,VPA0000,勇峰有限公司,勇峰有限公司,HKD,FIRM100,毅信有限公司(PRC合并),,,7/3/2012
FIRS100 - 卓先有限公司(PRC合并),FIRS100,卓先有限公司(PRC合并),卓先有限公司(PRC合併),HKD,CHEE100,超域有限公司(PRC合并),,TRUE,7/3/2012
FIRS000 - 卓先有限公司,FIRS000,卓先有限公司,卓先有限公司,HKD,FIRS100,卓先有限公司(PRC合并),,,7/3/2012
BBR0000 - 皓盈有限公司,BBR0000,皓盈有限公司,皓盈有限公司,HKD,FIRS100,卓先有限公司(PRC合并),,,7/3/2012
BES0000 - 维佳有限公司,BES0000,维佳有限公司,維佳有限公司,HKD,FIRS100,卓先有限公司(PRC合并),,,7/3/2012
BRO0000 - 博贤有限公司,BRO0000,博贤有限公司,博賢有限公司,HKD,FIRS100,卓先有限公司(PRC合并),,,7/3/2012
CHAM000 - 冠泰有限公司,CHAM000,冠泰有限公司,冠泰有限公司,HKD,FIRS100,卓先有限公司(PRC合并),,,7/3/2012
CHB0000 - 高敏有限公司,CHB0000,高敏有限公司,高敏有限公司,HKD,FIRS100,卓先有限公司(PRC合并),,,7/3/2012
CHI0000 - 主力有限公司,CHI0000,主力有限公司,主力有限公司,HKD,FIRS100,卓先有限公司(PRC合并),,,7/3/2012
CSM0000 - 聪慧有限公司,CSM0000,聪慧有限公司,聰慧有限公司,HKD,FIRS100,卓先有限公司(PRC合并),,,7/3/2012
DCB0000 - 冠龙有限公司,DCB0000,冠龙有限公司,冠龍有限公司,HKD,FIRS100,卓先有限公司(PRC合并),,,7/3/2012
EAA0000 - 逸晋有限公司,EAA0000,逸晋有限公司,逸晉有限公司,HKD,FIRS100,卓先有限公司(PRC合并),,,7/3/2012
EVE0000 - 永贵有限公司,EVE0000,永贵有限公司,永貴有限公司,HKD,FIRS100,卓先有限公司(PRC合并),,,7/3/2012
EXC0000 - 创杰有限公司,EXC0000,创杰有限公司,創傑有限公司,HKD,FIRS100,卓先有限公司(PRC合并),,,7/3/2012
EHA0100 - 顺润有限公司(PRC合并),EHA0100,顺润有限公司(PRC合并),Easy Harvest limited(PRC合併),HKD,CRP0100,华润物业有限公司(PRC合并),,TRUE,7/3/2012
EHA0000 - 顺润有限公司,EHA0000,顺润有限公司,Easy Harvest limited,HKD,EHA0100,顺润有限公司(PRC合并),,,7/3/2012
CYA0000 - 翔业有限公司,CYA0000,翔业有限公司,翔業有限公司,HKD,EHA0100,顺润有限公司(PRC合并),,,7/3/2012
